target_drugs,uniprot_id,Organism
DB04522,P25924,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04522,P07515,"Enterococcus faecalis (strain ATCC 700802 / V583)"
DB04522,P13569,"Homo sapiens (Human)"
DB04522,O15530,"Homo sapiens (Human)"
DB04522,P11309,"Homo sapiens (Human)"
DB04522,Q04759,"Homo sapiens (Human)"
DB04522,P06737,"Homo sapiens (Human)"
DB04522,P26276,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB04522,P11217,"Homo sapiens (Human)"
DB04523,P43235,"Homo sapiens (Human)"
DB04524,P0A6R0,"Escherichia coli (strain K12)"
DB04525,P18031,"Homo sapiens (Human)"
DB04526,P06971,"Escherichia coli (strain K12)"
DB04527,O00187,"Homo sapiens (Human)"
DB04528,P71278,"Enterobacter cloacae"
DB04529,Q9AFC7,"Amycolatopsis orientalis (Nocardia orientalis)"
DB04529,P96558,"Amycolatopsis orientalis (Nocardia orientalis)"
DB04530,P36952,"Homo sapiens (Human)"
DB04530,O06330,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB04530,O06330,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB04530,Q01064,"Homo sapiens (Human)"
DB04530,O60493,"Homo sapiens (Human)"
DB04530,P39805,"Bacillus subtilis (strain 168)"
DB04530,Q99418,"Homo sapiens (Human)"
DB04530,P0A884,"Escherichia coli (strain K12)"
DB04530,Q07343,"Homo sapiens (Human)"
DB04530,P04818,"Homo sapiens (Human)"
DB04530,P17612,"Homo sapiens (Human)"
DB04530,P11309,"Homo sapiens (Human)"
DB04530,P05089,"Homo sapiens (Human)"
DB04530,P00722,"Escherichia coli (strain K12)"
DB04530,P39126,"Bacillus subtilis (strain 168)"
DB04530,P0AEX9,"Escherichia coli (strain K12)"
DB04530,P0ACB2,"Escherichia coli (strain K12)"
DB04531,P16455,"Homo sapiens (Human)"
DB04532,P00720,"Enterobacteria phage T4 (Bacteriophage T4)"
DB04532,Q05603,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04533,Q05603,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04534,P35228,"Homo sapiens (Human)"
DB04534,P29474,"Homo sapiens (Human)"
DB04537,P00953,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB04537,P23381,"Homo sapiens (Human)"
DB04538,O66145,"Citrobacter amalonaticus"
DB04539,Q9S400,"Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)"
DB04539,P0A6D3,"Escherichia coli (strain K12)"
DB04540,P35398,"Homo sapiens (Human)"
DB04541,P11797,"Serratia marcescens"
DB04542,P15531,"Homo sapiens (Human)"
DB04543,P28720,"Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)"
DB04544,P11217,"Homo sapiens (Human)"
DB04545,Q08638,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB04545,Q79G13,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB04545,O85465,"Bacillus agaradhaerens (Bacillus agaradherans)"
DB04546,Q9GPQ4,"Trypanosoma vivax (Duttonella vivax)"
DB04547,P03366,"Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)"
DB04548,Q53591,"Streptococcus agalactiae serotype III (strain NEM316)"
DB04548,Q9KWU1,"Sphingomonas sp."
DB04548,Q54873,"Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)"
DB04548,Q46079,"Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3)"
DB04549,P00918,"Homo sapiens (Human)"
DB04550,P00282,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB04551,P0A6F3,"Escherichia coli (strain K12)"
DB04551,P30613,"Homo sapiens (Human)"
DB04552,P04054,"Homo sapiens (Human)"
DB04552,P35354,"Homo sapiens (Human)"
DB04552,P51800,"Homo sapiens (Human)"
DB04552,P23219,"Homo sapiens (Human)"
DB04552,P47712,"Homo sapiens (Human)"
DB04552,O60656,"Homo sapiens (Human)"
DB04553,Q70AC7,"Propionibacterium freudenreichii subsp. shermanii"
DB04553,Q00740,"Pseudomonas sp. (strain ACP)"
DB04554,P0A820,"Shigella flexneri"
DB04555,Q8RQP5,"Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)"
DB04555,P0A0Z8,"Neisseria meningitidis"
DB04555,P0A6I0,"Escherichia coli (strain K12)"
DB04555,P14169,"Salmonella typhi"
DB04555,P62619,"Shigella flexneri"
DB04555,P42216,"Escherichia coli"
DB04556,P22303,"Homo sapiens (Human)"
DB04557,P29498,"Schistosoma mansoni (Blood fluke)"
DB04557,P23219,"Homo sapiens (Human)"
DB04559,P29474,"Homo sapiens (Human)"
DB04560,P0ACB2,"Escherichia coli (strain K12)"
DB04560,P13716,"Homo sapiens (Human)"
DB04560,Q59334,"Chlorobaculum parvum (strain NCIB 8327) (Chlorobium vibrioforme subsp. thiosulfatophilum (strain DSM 263 / NCIB 8327))"
DB04561,P29768,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04562,Q99798,"Homo sapiens (Human)"
DB04563,P07477,"Homo sapiens (Human)"
DB04564,P09848,"Homo sapiens (Human)"
DB04565,P06820,"Influenza A virus (strain A/Tokyo/3/1967 H2N2)"
DB04566,P0C0H6,"Streptococcus pyogenes"
DB04566,Q8N142,"Homo sapiens (Human)"
DB04566,P0A9M2,"Escherichia coli (strain K12)"
DB04566,Q83P33,"Shigella flexneri"
DB04566,Q27796,"Trypanosoma cruzi"
DB04566,P11217,"Homo sapiens (Human)"
DB04566,P0A7D4,"Escherichia coli (strain K12)"
DB04566,P12268,"Homo sapiens (Human)"
DB04568,Q8ZKR2,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04569,P43133,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB04570,P42971,"Bacillus subtilis (strain 168)"
DB04570,P02918,"Escherichia coli (strain K12)"
DB04570,P02919,"Escherichia coli (strain K12)"
DB04570,P24228,"Escherichia coli (strain K12)"
DB04573,P03372,"Homo sapiens (Human)"
DB04573,Q92731,"Homo sapiens (Human)"
DB04574,P03372,"Homo sapiens (Human)"
DB04574,Q92731,"Homo sapiens (Human)"
DB04575,P03372,"Homo sapiens (Human)"
DB04576,P11388,"Homo sapiens (Human)"
DB04576,P43700,"Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)"
DB04576,P43702,"Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)"
DB04577,P27487,"Homo sapiens (Human)"
DB04578,P27487,"Homo sapiens (Human)"
DB04579,P07858,"Homo sapiens (Human)"
DB04580,Q57VC7,"Trypanosoma brucei brucei (strain 927/4 GUTat10.1)"
DB04581,Q16769,"Homo sapiens (Human)"
DB04583,Q02127,"Homo sapiens (Human)"
DB04585,P05089,"Homo sapiens (Human)"
DB04586,P0A884,"Escherichia coli (strain K12)"
DB04588,P07900,"Homo sapiens (Human)"
DB04590,P08709,"Homo sapiens (Human)"
DB04591,P00734,"Homo sapiens (Human)"
DB04592,P22869,"Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)"
DB04593,P08709,"Homo sapiens (Human)"
DB04594,P35914,"Homo sapiens (Human)"
DB04596,Q9AQS0,"Bacillus sp. (strain GL1)"
DB04597,Q9AQS0,"Bacillus sp. (strain GL1)"
DB04598,Q1LCS4,"Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)"
DB04599,P28223,"Homo sapiens (Human)"
DB04599,P14416,"Homo sapiens (Human)"
DB04599,P42262,"Homo sapiens (Human)"
DB04599,P42263,"Homo sapiens (Human)"
DB04600,P00918,"Homo sapiens (Human)"
DB04601,P00918,"Homo sapiens (Human)"
DB04602,P61927,"Homo sapiens (Human)"
DB04604,P78368,"Homo sapiens (Human)"
DB04604,Q8TF76,"Homo sapiens (Human)"
DB04604,P27361,"Homo sapiens (Human)"
DB04605,Q57VC7,"Trypanosoma brucei brucei (strain 927/4 GUTat10.1)"
DB04606,P08709,"Homo sapiens (Human)"
DB04607,P24941,"Homo sapiens (Human)"
DB04608,P30291,"Homo sapiens (Human)"
DB04609,P04585,"Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)"
DB04610,P26281,"Escherichia coli (strain K12)"
DB04612,P98170,"Homo sapiens (Human)"
DB04614,P22303,"Homo sapiens (Human)"
DB04615,P22303,"Homo sapiens (Human)"
DB04616,P22303,"Homo sapiens (Human)"
DB04617,P22303,"Homo sapiens (Human)"
DB04618,P04746,"Homo sapiens (Human)"
DB04619,Q84EX5,"Lactobacillus brevis"
DB04620,Q05586,"Homo sapiens (Human)"
DB04622,Q16769,"Homo sapiens (Human)"
DB04623,Q8Q3H0,"Human immunodeficiency virus 1"
DB04624,O52646,"Streptomyces galilaeus"
DB04627,P0A1F6,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04628,P11797,"Serratia marcescens"
DB04628,P07254,"Serratia marcescens"
DB04629,P68133,"Homo sapiens (Human)"
DB04630,P08235,"Homo sapiens (Human)"
DB04631,P0AC41,"Escherichia coli (strain K12)"
DB04631,P07014,"Escherichia coli (strain K12)"
DB04631,P69054,"Escherichia coli (strain K12)"
DB04631,P0AC44,"Escherichia coli (strain K12)"
DB04632,Q16539,"Homo sapiens (Human)"
DB04633,P21673,"Homo sapiens (Human)"
DB04634,P13901,"Human hepatitis A virus genotype IB (isolate MBB) (HHAV) (Human hepatitis A virus (isolate Human/Northern Africa/MBB/1978))"
DB04634,P08617,"Human hepatitis A virus genotype IB (isolate HM175) (HHAV) (Human hepatitis A virus (isolate Human/Australia/HM175/1976))"
DB04634,P06441,"Human hepatitis A virus genotype IA (isolate LA) (HHAV) (Human hepatitis A virus (isolate Human/Northern California/LA/1974))"
DB04636,Q16769,"Homo sapiens (Human)"
DB04637,P22869,"Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)"
DB04638,O14983,"Homo sapiens (Human)"
DB04639,P35961,"Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1)"
DB04639,P01857,"Homo sapiens (Human)"
DB04640,Q27743,"Plasmodium falciparum (isolate CDC / Honduras)"
DB04640,Q8P9V9,"Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)"
DB04641,Q27743,"Plasmodium falciparum (isolate CDC / Honduras)"
DB04642,P11217,"Homo sapiens (Human)"
DB04643,P11217,"Homo sapiens (Human)"
DB04644,P11217,"Homo sapiens (Human)"
DB04645,P11217,"Homo sapiens (Human)"
DB04646,P83791,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83794,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83792,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83793,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83797,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83795,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83796,"Mastigocladus laminosus (Fischerella sp.)"
DB04646,P83798,"Mastigocladus laminosus (Fischerella sp.)"
DB04647,P0AEB3,"Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)"
DB04647,P0AEB2,"Escherichia coli (strain K12)"
DB04648,P05089,"Homo sapiens (Human)"
DB04649,P0C2P0,"Aspergillus terreus"
DB04650,P22629,"Streptomyces avidinii"
DB04651,P06709,"Escherichia coli (strain K12)"
DB04652,P08235,"Homo sapiens (Human)"
DB04652,P28845,"Homo sapiens (Human)"
DB04652,Q15788,"Homo sapiens (Human)"
DB04653,P07384,"Homo sapiens (Human)"
DB04654,P07477,"Homo sapiens (Human)"
DB04654,P20231,"Homo sapiens (Human)"
DB04655,P50135,"Homo sapiens (Human)"
DB04656,P15474,"Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)"
DB04657,P31040,"Homo sapiens (Human)"
DB04658,Q08638,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB04659,P09848,"Homo sapiens (Human)"
DB04660,P17900,"Homo sapiens (Human)"
DB04661,P15813,"Homo sapiens (Human)"
DB04662,P24941,"Homo sapiens (Human)"
DB04664,P20813,"Homo sapiens (Human)"
DB04665,P11509,"Homo sapiens (Human)"
DB04669,P24941,"Homo sapiens (Human)"
DB04671,P13981,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB04672,Q9NPB1,"Homo sapiens (Human)"
DB04673,P00742,"Homo sapiens (Human)"
DB04674,P25101,"Homo sapiens (Human)"
DB04674,Q04828,"Homo sapiens (Human)"
DB04675,P36873,"Homo sapiens (Human)"
DB04676,P01877,"Homo sapiens (Human)"
DB04677,P27338,"Homo sapiens (Human)"
DB04678,P16442,"Homo sapiens (Human)"
DB04679,P16442,"Homo sapiens (Human)"
DB04680,P16442,"Homo sapiens (Human)"
DB04681,P16442,"Homo sapiens (Human)"
DB04682,P02585,"Homo sapiens (Human)"
DB04683,Q13285,"Homo sapiens (Human)"
DB04685,Q8II92,"Plasmodium falciparum (isolate 3D7)"
DB04685,P33316,"Homo sapiens (Human)"
DB04687,Q93LD7,"Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)"
DB04688,P01859,"Homo sapiens (Human)"
DB04688,P01834,"Homo sapiens (Human)"
DB04689,P37231,"Homo sapiens (Human)"
DB04690,P11387,"Homo sapiens (Human)"
DB04693,P00947,"Comamonas testosteroni (Pseudomonas testosteroni)"
DB04695,P60472,"Escherichia coli (strain K12)"
DB04695,O95749,"Homo sapiens (Human)"
DB04695,Q03426,"Homo sapiens (Human)"
DB04695,A9JQL9,"Staphylococcus aureus"
DB04696,P0A884,"Escherichia coli (strain K12)"
DB04697,P00734,"Homo sapiens (Human)"
DB04698,Q48255,"Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)"
DB04699,Q8XL08,"Clostridium perfringens (strain 13 / Type A)"
DB04700,Q9Y2Q3,"Homo sapiens (Human)"
DB04701,P28161,"Homo sapiens (Human)"
DB04702,Q4R2T2,"Streptomyces sp. (strain CL190)"
DB04703,Q96GD4,"Homo sapiens (Human)"
DB04707,Q13464,"Homo sapiens (Human)"
DB04707,P17612,"Homo sapiens (Human)"
DB04707,P61925,"Homo sapiens (Human)"
DB04709,P10275,"Homo sapiens (Human)"
DB04713,P80561,"Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350)"
DB04714,P60472,"Escherichia coli (strain K12)"
DB04714,P14324,"Homo sapiens (Human)"
DB04714,O95749,"Homo sapiens (Human)"
DB04714,A0R559,"Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)"
DB04714,P60479,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB04714,P60479,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB04714,P62623,"Escherichia coli (strain K12)"
DB04715,P11309,"Homo sapiens (Human)"
DB04716,O60674,"Homo sapiens (Human)"
DB04716,O43293,"Homo sapiens (Human)"
DB04716,P23458,"Homo sapiens (Human)"
DB04716,P52333,"Homo sapiens (Human)"
DB04716,P29597,"Homo sapiens (Human)"
DB04719,P68400,"Homo sapiens (Human)"
DB04720,P68400,"Homo sapiens (Human)"
DB04721,P68400,"Homo sapiens (Human)"
DB04722,P00734,"Homo sapiens (Human)"
DB04723,P15086,"Homo sapiens (Human)"
DB04724,P20701,"Homo sapiens (Human)"
DB04725,Q9NZK7,"Homo sapiens (Human)"
DB04725,P35354,"Homo sapiens (Human)"
DB04725,P09917,"Homo sapiens (Human)"
DB04727,P35968,"Homo sapiens (Human)"
DB04729,P0A7S3,"Escherichia coli (strain K12)"
DB04731,P29827,"Streptomyces griseoverticillatus (Streptoverticillium griseoverticillatum)"
DB04732,O33244,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB04732,O33244,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB04732,O33245,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB04732,O33245,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB04733,P04075,"Homo sapiens (Human)"
DB04734,P0C278,"Shewanella frigidimarina"
DB04735,P0A444,"Thermosynechococcus elongatus (strain BP-1)"
DB04736,Q96LB9,"Homo sapiens (Human)"
DB04738,P36873,"Homo sapiens (Human)"
DB04739,P12931,"Homo sapiens (Human)"
DB04740,P52700,"Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)"
DB04741,P31930,"Homo sapiens (Human)"
DB04742,P39045,"Actinomadura sp. (strain R39)"
DB04743,P35354,"Homo sapiens (Human)"
DB04743,Q9NZK7,"Homo sapiens (Human)"
DB04743,P02788,"Homo sapiens (Human)"
DB04745,O05935,"Pseudomonas putida (Arthrobacter siderocapsulatus)"
DB04746,Q6A8X5,"Propionibacterium acnes (strain KPA171202 / DSM 16379)"
DB04747,Q6A8X5,"Propionibacterium acnes (strain KPA171202 / DSM 16379)"
DB04749,P52699,"Serratia marcescens"
DB04751,P12931,"Homo sapiens (Human)"
DB04751,Q9Y6M4,"Homo sapiens (Human)"
DB04751,Q15418,"Homo sapiens (Human)"
DB04752,Q13285,"Homo sapiens (Human)"
DB04753,P00491,"Homo sapiens (Human)"
DB04754,P00491,"Homo sapiens (Human)"
DB04757,P00491,"Homo sapiens (Human)"
DB04758,P08709,"Homo sapiens (Human)"
DB04759,P45452,"Homo sapiens (Human)"
DB04760,P45452,"Homo sapiens (Human)"
DB04761,P45452,"Homo sapiens (Human)"
DB04762,P00509,"Escherichia coli (strain K12)"
DB04763,P00918,"Homo sapiens (Human)"
DB04764,P20231,"Homo sapiens (Human)"
DB04765,P00509,"Escherichia coli (strain K12)"
DB04767,P08709,"Homo sapiens (Human)"
DB04768,Q9H3S4,"Homo sapiens (Human)"
DB04769,P48736,"Homo sapiens (Human)"
DB04770,O00764,"Homo sapiens (Human)"
DB04771,P00734,"Homo sapiens (Human)"
DB04772,P00734,"Homo sapiens (Human)"
DB04773,Q4W9V8,"Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)"
DB04774,P68133,"Homo sapiens (Human)"
DB04775,P68133,"Homo sapiens (Human)"
DB04776,O00764,"Homo sapiens (Human)"
DB04777,Q93D82,"Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)"
DB04779,P09848,"Homo sapiens (Human)"
DB04781,P13716,"Homo sapiens (Human)"
DB04782,Q7AUG5,"Rhizobium sp. (strain NHG3)"
DB04783,P68133,"Homo sapiens (Human)"
DB04784,Q84EX5,"Lactobacillus brevis"
DB04786,P41231,"Homo sapiens (Human)"
DB04786,Q9NXA8,"Homo sapiens (Human)"
DB04786,P23945,"Homo sapiens (Human)"
DB04786,P21817,"Homo sapiens (Human)"
DB04786,P00734,"Homo sapiens (Human)"
DB04786,P14555,"Homo sapiens (Human)"
DB04786,P68638,"Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))"
DB04787,P06401,"Homo sapiens (Human)"
DB04788,Q8RQE9,"Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)"
DB04788,Q8RQE8,"Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)"
DB04789,P48728,"Homo sapiens (Human)"
DB04790,P07477,"Homo sapiens (Human)"
DB04791,P07477,"Homo sapiens (Human)"
DB04792,P07477,"Homo sapiens (Human)"
DB04793,P07477,"Homo sapiens (Human)"
DB04794,P10613,"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"
DB04794,P20813,"Homo sapiens (Human)"
DB04795,P23141,"Homo sapiens (Human)"
DB04795,P31040,"Homo sapiens (Human)"
DB04796,P11473,"Homo sapiens (Human)"
DB04797,Q16539,"Homo sapiens (Human)"
DB04798,P42262,"Homo sapiens (Human)"
DB04799,P08574,"Homo sapiens (Human)"
DB04799,P00156,"Homo sapiens (Human)"
DB04799,P31930,"Homo sapiens (Human)"
DB04799,P22695,"Homo sapiens (Human)"
DB04799,P07919,"Homo sapiens (Human)"
DB04799,O14949,"Homo sapiens (Human)"
DB04799,P47985,"Homo sapiens (Human)"
DB04799,O14957,"Homo sapiens (Human)"
DB04799,P14927,"Homo sapiens (Human)"
DB04799,Q9UDW1,"Homo sapiens (Human)"
DB04800,P18031,"Homo sapiens (Human)"
DB04801,Q03181,"Homo sapiens (Human)"
DB04803,P09601,"Homo sapiens (Human)"
DB04805,P61927,"Homo sapiens (Human)"
DB04807,P31434,"Escherichia coli (strain K12)"
DB04809,Q54AI1,"Corynebacterium diphtheriae"
DB04810,Q54AI1,"Corynebacterium diphtheriae"
DB04811,Q54AI1,"Corynebacterium diphtheriae"
DB04817,P23219,"Homo sapiens (Human)"
DB04820,P27338,"Homo sapiens (Human)"
DB04820,P21397,"Homo sapiens (Human)"
DB04820,P21964,"Homo sapiens (Human)"
DB04821,P23975,"Homo sapiens (Human)"
DB04821,Q01959,"Homo sapiens (Human)"
DB04821,P27338,"Homo sapiens (Human)"
DB04821,P21397,"Homo sapiens (Human)"
DB04821,P05164,"Homo sapiens (Human)"
DB04824,O60656,"Homo sapiens (Human)"
DB04825,P62158,"Homo sapiens (Human)"
DB04825,P62158,"Homo sapiens (Human)"
DB04825,P62158,"Homo sapiens (Human)"
DB04825,Q9H1R3,"Homo sapiens (Human)"
DB04828,Q9Y5Y4,"Homo sapiens (Human)"
DB04829,P08908,"Homo sapiens (Human)"
DB04832,P31645,"Homo sapiens (Human)"
DB04832,P27338,"Homo sapiens (Human)"
DB04832,P21397,"Homo sapiens (Human)"
DB04835,P51681,"Homo sapiens (Human)"
DB04836,P23975,"Homo sapiens (Human)"
DB04836,P31645,"Homo sapiens (Human)"
DB04837,P35367,"Homo sapiens (Human)"
DB04838,P54289,"Homo sapiens (Human)"
DB04838,P23141,"Homo sapiens (Human)"
DB04839,P10275,"Homo sapiens (Human)"
DB04840,P23975,"Homo sapiens (Human)"
DB04841,O43497,"Homo sapiens (Human)"
DB04841,O95180,"Homo sapiens (Human)"
DB04841,Q9P0X4,"Homo sapiens (Human)"
DB04841,P35367,"Homo sapiens (Human)"
DB04841,P62158,"Homo sapiens (Human)"
DB04841,P62158,"Homo sapiens (Human)"
DB04841,P62158,"Homo sapiens (Human)"
DB04842,P14416,"Homo sapiens (Human)"
DB04842,P28223,"Homo sapiens (Human)"
DB04842,Q06432,"Homo sapiens (Human)"
DB04843,P11229,"Homo sapiens (Human)"
DB04843,P20309,"Homo sapiens (Human)"
DB04844,Q05940,"Homo sapiens (Human)"
DB04844,P14416,"Homo sapiens (Human)"
DB04845,Q13509,"Homo sapiens (Human)"
DB04846,P08588,"Homo sapiens (Human)"
DB04846,P07550,"Homo sapiens (Human)"
DB04847,Q9GZT9,"Homo sapiens (Human)"
DB04847,Q96KS0,"Homo sapiens (Human)"
DB04847,Q9H6Z9,"Homo sapiens (Human)"
DB04849,P35968,"Homo sapiens (Human)"
DB04850,P21397,"Homo sapiens (Human)"
DB04851,Q2M3G0,"Homo sapiens (Human)"
DB04851,P33527,"Homo sapiens (Human)"
DB04851,Q9UNQ0,"Homo sapiens (Human)"
DB04852,P55157,"Homo sapiens (Human)"
DB04853,P29274,"Homo sapiens (Human)"
DB04854,P47989,"Homo sapiens (Human)"
DB04855,P35348,"Homo sapiens (Human)"
DB04855,P35368,"Homo sapiens (Human)"
DB04855,P25100,"Homo sapiens (Human)"
DB04855,P08913,"Homo sapiens (Human)"
DB04855,P18089,"Homo sapiens (Human)"
DB04855,P18825,"Homo sapiens (Human)"
DB04855,P08588,"Homo sapiens (Human)"
DB04855,Q12809,"Homo sapiens (Human)"
DB04855,Q13936,"Homo sapiens (Human)"
DB04855,Q01668,"Homo sapiens (Human)"
DB04855,O60840,"Homo sapiens (Human)"
DB04855,Q13698,"Homo sapiens (Human)"
DB04855,Q02641,"Homo sapiens (Human)"
DB04855,Q08289,"Homo sapiens (Human)"
DB04855,P54284,"Homo sapiens (Human)"
DB04855,O00305,"Homo sapiens (Human)"
DB04855,P35498,"Homo sapiens (Human)"
DB04855,O95069,"Homo sapiens (Human)"
DB04856,P32238,"Homo sapiens (Human)"
DB04857,P14416,"Homo sapiens (Human)"
DB04859,P22303,"Homo sapiens (Human)"
DB04860,Q9NYK1,"Homo sapiens (Human)"
DB04861,P08588,"Homo sapiens (Human)"
DB04861,P07550,"Homo sapiens (Human)"
DB04862,P0C0H6,"Streptococcus pyogenes"
DB04863,P08514,"Homo sapiens (Human)"
DB04863,P05106,"Homo sapiens (Human)"
DB04864,P22303,"Homo sapiens (Human)"
DB04864,P22303,"Homo sapiens (Human)"
DB04865,P20276,"Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)"
DB04865,P39023,"Homo sapiens (Human)"
DB04866,P02452,"Homo sapiens (Human)"
DB04866,P08253,"Homo sapiens (Human)"
DB04867,P32238,"Homo sapiens (Human)"
DB04868,P00519,"Homo sapiens (Human)"
DB04868,P10721,"Homo sapiens (Human)"
DB04869,P06881,"Homo sapiens (Human)"
DB04871,P28335,"Homo sapiens (Human)"
DB04872,P29371,"Homo sapiens (Human)"
DB04873,Q13639,"Homo sapiens (Human)"
DB04875,P29466,"Homo sapiens (Human)"
DB04876,P27487,"Homo sapiens (Human)"
DB04877,P08183,"Homo sapiens (Human)"
DB04878,O43451,"Homo sapiens (Human)"
DB04879,P17948,"Homo sapiens (Human)"
DB04879,P35968,"Homo sapiens (Human)"
DB04879,P35916,"Homo sapiens (Human)"
DB04880,Q14432,"Homo sapiens (Human)"
DB04881,P08183,"Homo sapiens (Human)"
DB04882,P11387,"Homo sapiens (Human)"
DB04883,P25101,"Homo sapiens (Human)"
DB04884,P08908,"Homo sapiens (Human)"
DB04884,P28222,"Homo sapiens (Human)"
DB04884,P28335,"Homo sapiens (Human)"
DB04885,P46098,"Homo sapiens (Human)"
DB04886,P03369,"Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2) (HIV-1)"
DB04887,Q72874,"Human immunodeficiency virus 1"
DB04888,P14416,"Homo sapiens (Human)"
DB04888,P08908,"Homo sapiens (Human)"
DB04889,P23975,"Homo sapiens (Human)"
DB04889,P31645,"Homo sapiens (Human)"
DB04889,P14416,"Homo sapiens (Human)"
DB04890,P35367,"Homo sapiens (Human)"
DB04892,P22303,"Homo sapiens (Human)"
DB04892,P06276,"Homo sapiens (Human)"
DB04893,P49356,"Homo sapiens (Human)"
DB04893,P49354,"Homo sapiens (Human)"
DB04894,P30874,"Homo sapiens (Human)"
DB04894,P35346,"Homo sapiens (Human)"
DB04894,P25103,"Homo sapiens (Human)"
DB04895,O14786,"Homo sapiens (Human)"
DB04896,P31645,"Homo sapiens (Human)"
DB04896,P23975,"Homo sapiens (Human)"
DB04896,Q05586,"Homo sapiens (Human)"
DB04896,Q12879,"Homo sapiens (Human)"
DB04896,Q13224,"Homo sapiens (Human)"
DB04896,Q14957,"Homo sapiens (Human)"
DB04896,O15399,"Homo sapiens (Human)"
DB04896,Q8TCU5,"Homo sapiens (Human)"
